code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
603697,1,有友食品,2026-08-21,20260821,113001,9.22,9.46,15.8851919,2.2296,0.29,4.243,3943321340,42769.2109,42769.2109,18446,7.87,254411.156,181456.703,12411.9404,103371.359,19733.6895
