code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
600531,1,豫光金铅,2026-08-21,20260821,113001,13.67,13.09,15.0343552,2.2285,0.23,5.874,16530621400,120926.273,120926.273,147733,7.34,2571193,710286.125,27488.0801,1635419,-42039.0898
