code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
600346,1,恒力石化,2026-08-21,20260821,113000,18.81,18.84,9.18748283,1.8434,1.02,10.22,132405469000,703910,703910,70562,5.36,26761726,7194310.5,720575.312,9822149,349988.969
