code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
002557,0,洽洽食品,2026-08-21,20260821,113205,18.54,18.82,13.9345551,1.7455,0.33,10.782,9378557950,50585.5312,50426.8906,41862,40,969131.625,553298.688,16826.0801,222232.656,4181.76
