code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
601318,1,中国平安,2026-08-21,20260821,113001,53.42,52.14,5.22390366,0.9184,5.3,56.775,967310246000,1810764.25,1066006.5,785141,33.8,1430095360,102808400,9258500,57513800,36803700
