code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
002714,0,牧原股份,2026-08-21,20260821,113205,39.29,39.82,-18.6602478,2.9036,-1.1,13.714,226821030000,577299.625,328049.938,331108,24.07,17506312,8018661.5,-607765.312,5941030.5,-222366.844
