code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
603288,1,海天味业,2026-08-21,20260821,113000,35.17,35.75,21.052084,4.9784,0.42,7.181,205781238000,585104.5,555982.062,191561,51.25,4837851,4202245,244371.562,902896.812,-46709.6289
