code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
600029,1,南方航空,2026-08-21,20260821,113000,4.99,5.03,15.2639494,2.4597,0.08,2.045,90423640100,1812097,1347697.25,146819,2.7,35650900,3706100,148100,4778200,485200
