code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
002747,0,埃斯顿,2026-08-21,20260821,113205,33.4,32.77,82.5981,9.7967,0.11,3.345,32324468700,96779.8438,78243.5234,119503,6.8,1068904.5,323778.781,9783.66,121655.477,-14668.8896
