code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
002299,0,圣农发展,2026-08-21,20260821,113205,16.15,16.48,19.97122,1.7835,0.41,9.24,20070740000,124277.031,121859.977,33414,19.75,2391562.75,1148259.75,50249.1602,1078096.38,91350.2422
