code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
601899,1,紫金矿业,2026-08-21,20260821,113001,34.29,33.83,11.3523798,4.5599,0.75,7.419,911795618000,2659071.5,2060179.38,1252002,7.13,54992012,20041722,2007939.25,9849758,2783193.25
