code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
002709,0,天赐材料,2026-08-21,20260821,113205,38.14,37.08,13.5883102,3.7266,1.41,9.95,77750738900,203856.172,150901.109,392578,13.66,3206485.5,2028363.75,286094.219,1470950.12,39723.4
