code,setcode,data,open,high,low,close,volume,amount,name,unit
000300,62,20260819,4660.06,4674.38,4568.07,4588.70,244070096,705253474304,沪深300,1
000300,62,20260820,4613.30,4631.13,4569.23,4592.75,200874192,554021093376,沪深300,1
000300,62,20260821,4585.44,4628.99,4579.26,4625.20,95625360,294192087040,沪深300,1
