Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T16:00:00.000Z,4813.8701171875,4839.509765625,4756.7299804688,4792.259765625,246300,0.0,0.0,000300.SS,NA,NA,CNY
2026-07-07T16:00:00.000Z,4804.4799804688,4830.0498046875,4751.3999023438,4755.5297851562,243900,0.0,0.0,000300.SS,NA,NA,CNY
2026-07-08T16:00:00.000Z,4774.3999023438,4882.8500976562,4734.8701171875,4876.3100585938,281600,0.0,0.0,000300.SS,NA,NA,CNY
2026-07-09T16:00:00.000Z,4887.5400390625,4906.490234375,4780.75,4780.7900390625,304100,0.0,0.0,000300.SS,NA,NA,CNY
2026-07-12T16:00:00.000Z,4745.4399414062,4775.240234375,4670.25,4695.3798828125,278600,0.0,0.0,000300.SS,NA,NA,CNY
2026-07-13T16:00:00.000Z,4691.1201171875,4796.5,4649.0400390625,4796.5,283300,0.0,0.0,000300.SS,NA,NA,CNY
2026-07-14T16:00:00.000Z,4797.9399414062,4826.8598632812,4772.0400390625,4786.7797851562,278700,0.0,0.0,000300.SS,NA,NA,CNY
2026-07-15T16:00:00.000Z,4711.5297851562,4771.0600585938,4673.3500976562,4698.4399414062,251600,0.0,0.0,000300.SS,NA,NA,CNY
2026-07-16T16:00:00.000Z,4661.6201171875,4663.5297851562,4492.08984375,4529.1000976562,302600,0.0,0.0,000300.SS,NA,NA,CNY
2026-08-06T16:00:00.000Z,,,,,2432365520,0.0,0.0,000300.SS,NA,NA,CNY
