Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-06T16:00:00.000Z,459.0,479.799987793,457.0,461.200012207,55418434,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-07T16:00:00.000Z,461.200012207,482.799987793,460.6000061035,478.799987793,56278627,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-08T16:00:00.000Z,479.0,485.0,467.200012207,469.6000061035,42402152,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-09T16:00:00.000Z,472.799987793,473.6000061035,458.799987793,460.200012207,40440298,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-12T16:00:00.000Z,463.200012207,473.799987793,456.200012207,457.6000061035,24291842,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-13T16:00:00.000Z,457.6000061035,459.200012207,447.3999938965,456.200012207,25540540,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-14T16:00:00.000Z,467.6000061035,476.3999938965,455.3999938965,474.0,33780856,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-15T16:00:00.000Z,478.0,494.799987793,477.3999938965,484.0,42851475,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-16T16:00:00.000Z,488.799987793,488.799987793,458.0,461.6000061035,36237657,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-19T16:00:00.000Z,465.6000061035,481.799987793,465.6000061035,477.799987793,30822839,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-20T16:00:00.000Z,478.200012207,482.6000061035,472.799987793,474.0,21362780,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-21T16:00:00.000Z,468.0,468.0,440.6000061035,440.6000061035,66379871,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-22T16:00:00.000Z,440.0,450.799987793,439.0,445.200012207,22888528,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-23T16:00:00.000Z,438.200012207,438.799987793,432.0,434.6000061035,22959603,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-26T16:00:00.000Z,438.799987793,446.3999938965,435.3999938965,443.0,14454552,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-27T16:00:00.000Z,447.799987793,452.0,441.6000061035,447.200012207,18143997,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-28T16:00:00.000Z,453.0,469.3999938965,450.0,466.3999938965,36203193,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-29T16:00:00.000Z,466.3999938965,475.0,462.799987793,471.799987793,31791979,0.0,0.0,0700.HK,NA,NA,HKD
2026-07-30T16:00:00.000Z,470.0,479.799987793,462.0,475.200012207,31100240,0.0,0.0,0700.HK,NA,NA,HKD
2026-08-02T16:00:00.000Z,482.0,491.0,480.6000061035,490.3999938965,38649910,0.0,0.0,0700.HK,NA,NA,HKD
2026-08-03T16:00:00.000Z,491.0,494.799987793,480.799987793,487.6000061035,24860019,0.0,0.0,0700.HK,NA,NA,HKD
2026-08-04T16:00:00.000Z,493.3999938965,497.799987793,482.200012207,492.200012207,25662478,0.0,0.0,0700.HK,NA,NA,HKD
2026-08-05T16:00:00.000Z,491.0,491.0,479.0,479.200012207,21801977,0.0,0.0,0700.HK,NA,NA,HKD
2026-08-06T16:00:00.000Z,479.0,483.200012207,475.3999938965,478.799987793,16319939,0.0,0.0,0700.HK,NA,NA,HKD
