ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
244007505.7692,289816971.3077,326213576.25,272622733.55763,31.500210915188,1926445000.0,2214380000.0,2471775454.5455,21.241415195643,603697.SH,,,,,,,
,,,,,,,,,603697.SH,,22.196309774388,1.237053156499,2.2697838027712,2.5921008596675,,25.403747747363
