title,time,url,source,summary,code,setcode,name
河南豫光金铅股份有限公司关于为全资子公司提供担保的进展公告,2026-08-22 00:00:00,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-08-22/600531_20260822_CGMW.pdf,上交所,"证券代码：600531   证券简称：豫光金铅   公告编号：临 2026-060 河南豫光金铅股份有限公司 关于为全资子公司提供担保的进展公告
  本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 （三）公司于2026年8月19日与中国银行股份有限公司永丰支行签署的《最高额保证合同》主要内容：",600531,1,豫光金铅
河南豫光金铅股份有限公司2026年第二次临时股东会决议公告,2026-08-13 00:00:00,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-08-13/600531_20260813_YRTZ.pdf,上交所,"证券代码：600531      证券简称：豫光金铅   公告编号：临 2026-057 河南豫光金铅股份有限公司 2026年第二次临时股东会决议公告
  本公司董事会全体成员保证公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。
重要内容提示： 本次会议是否有否决议案：无 征集事项相关提案的表决结果（不适用）",600531,1,豫光金铅
河南豫光金铅股份有限公司第九届董事会第三十一次会议决议公告,2026-08-13 00:00:00,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-08-13/600531_20260813_9QVS.pdf,上交所,"证券代码：600531     证券简称：豫光金铅    公告编号：临 2026-058 河南豫光金铅股份有限公司 第九届董事会第三十一次会议决议公告
  本公司董事会全体成员保证公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。
河南豫光金铅股份有限公司（以下简称“公司”）第九届董事会第三十一次 会议于 2026 年 8月 12日以现场结合",600531,1,豫光金铅
河南豫光金铅股份有限公司关于选举副董事长、增补提名委员会委员的公告,2026-08-13 00:00:00,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-08-13/600531_20260813_B9RB.pdf,上交所,"证券代码：600531     证券简称：豫光金铅    公告编号：临 2026-059 河南豫光金铅股份有限公司 关于选举副董事长、增补提名委员会委员的公告
  本公司董事会全体成员保证公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。
河南豫光金铅股份有限公司（以下简称“公司”）于 2026 年 8 月 12 日召开第九届董事会第三十一次",600531,1,豫光金铅
北京市君致事务所关于河南豫光金铅股份有限公司2026年第二次临时股东会的法律意见书,2026-08-13 00:00:00,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-08-13/600531_20260813_WB8Q.pdf,上交所,北京市君致律师事务所 关于河南豫光金铅股份有限公司 2026 年第二次临时股东会的法律意见书 致：河南豫光金铅股份有限公司 北京市君致律师事务所（以下简称“本所”）接受河南豫光金铅股份有限公司（以下简称“公司”）的委托，指派律师出席了公司于 2026 年 8月 12日召开的 2026 年第二次临时股东会（以下简称“本次股东会”）。,600531,1,豫光金铅
