address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,regularMarketChangePercent,regularMarketPrice,corporateActions,longName,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,trailingPegRatio
Longsheng Industrial Park,Wolong District,Nanyang,473000,China,86 17 8377 51511,86 37 7622 02714,https://www.muyuanfoods.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"Muyuan Foods Group Co., Ltd., together with its subsidiaries, operates as a pork company in the hog farming industry in China. It operates through four segments: hog business, slaughtering and meat product business, feed ingredients trading, and others. The company engages in breeding and sales of piglets, finished hogs, breeding hogs, meat products and by-products, hog carcasses, pork cuts, and raw material for feed, pig manure, and feed products, as well as slaughtering and meat production, and fresh and frozen meat products. Muyuan Foods Group Co., Ltd. was formerly known as Muyuan Foods Co., Ltd. and changed its name to Muyuan Foods Group Co., Ltd. in May 2026. Muyuan Foods Co., Ltd. was founded in 1992 and is based in Nanyang, China.",127550,"[{'maxAge': 1, 'name': 'Mr. Zhinian  Cao', 'age': 48, 'title': 'Executive Chairman of the Board', 'yearBorn': 1977, 'fiscalYear': 2025, 'totalPay': 3441535, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ruihua  Yang', 'age': 48, 'title': 'VP & Executive Director', 'yearBorn': 1977, 'fiscalYear': 2025, 'totalPay': 5769030, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tong  Gao', 'age': 31, 'title': 'CFO, Head of Accounting Organization & Executive Director', 'yearBorn': 1994, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hebin  Yuan', 'age': 37, 'title': 'Chief Legal Officer', 'yearBorn': 1988, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Chunyan  Wang', 'age': 33, 'title': 'Chief Human Resources Officer', 'yearBorn': 1992, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yanpeng  Li', 'age': 39, 'title': 'Chief Operating Officer of Hog Production', 'yearBorn': 1986, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yuliang  Zhang', 'age': 37, 'title': 'Chief Intelligence Officer', 'yearBorn': 1988, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Min  Niu', 'age': 36, 'title': 'Chief Veterinary Officer', 'yearBorn': 1989, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Muyuan  Qin', 'title': 'CEO of Muyuan Meat & Executive Director', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jun  Qin', 'age': 51, 'title': 'Chief Strategy Officer & Joint Company Secretary', 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,2,40.15,40.26,39.25,40.1,40.15,40.26,39.25,40.1,1.93,4.8,1779840000,0.8343,0.98,0.368,21.82778,10.069196,24231383,24233583,60277602,54488569,54488569,39.28,39.29,0,0,226821029888,228300524029,31.81,59.68,93.57143,1.68534,1.6434814,37.2324,43.9913,1.359,0.033848066,CNY,False,284134866944,0.07089,2402560673,5462773044,0.59156,0.07918,5772996144,15.303,2.5674703,1767139200,1798675200,1774915200,9742119936,1.8,3.902,4.78,1.4:1,1622678400,2.059,10.199,-0.1285001,0.19787467,0.427,1779840000,EQUITY,39.28,60.5,44.0,53.04,52.5,1.28571,strong_buy,10,14772484096,2.59,27858669568,69892341760,0.237,0.913,137977397248,80.057,24.192,0.04428,0.11858,20018253824,14385038336,21630199808,-0.171,0.14508,0.20191,-0.00238,CNY,002714.SZ,en-US,US,Equity,Delayed Quote,False,LOW,7.4800014,0.23514622,31.81 - 59.68,-20.39,-0.3416555,-12.85001,1754218740,1754827200,1744095600,1744095600,False,1.8,3.902,0.1525,257.63934,2.057602,0.055263747,-4.7012978,-0.10686881,15,15,"Muyuan Foods Co., Ltd.",2026-08-13,1.3 - Strong Buy,False,REGULAR,False,1390872600000,-0.8600006,39.25 - 40.1,Shenzhen,60277602,-2.1425028,39.29,[],"Muyuan Foods Group Co., Ltd.",1786675323,SHZ,finmb_112166293,Asia/Shanghai,CST,28800000,cn_market,False,MUYUAN,
