code,setcode,data,open,high,low,close,volume,amount,name,period,tqflag,unit
600346,1,20260810,17.90,18.57,17.80,18.34,350650.84,641057280,恒力石化,4,0,100
600346,1,20260811,18.43,18.60,17.86,17.92,299090.44,544652544,恒力石化,4,0,100
600346,1,20260812,17.93,18.15,17.54,17.75,286972.10,510976704,恒力石化,4,0,100
600346,1,20260813,17.75,17.76,17.10,17.16,417057.24,721346688,恒力石化,4,0,100
600346,1,20260814,17.10,17.37,16.94,17.13,201726.52,344981344,恒力石化,4,0,100
600346,1,20260817,17.14,17.60,16.99,17.46,263185.52,457014400,恒力石化,4,0,100
600346,1,20260818,17.47,18.16,17.38,17.96,357721.32,635628672,恒力石化,4,0,100
600346,1,20260819,17.82,19.09,17.82,18.86,744285.60,1395284864,恒力石化,4,0,100
600346,1,20260820,18.77,19.65,18.71,18.84,518426.48,990480576,恒力石化,4,0,100
600346,1,20260821,18.80,19.04,18.55,18.87,355564.40,669199808,恒力石化,4,0,100
