code,setcode,data,open,high,low,close,volume,amount,name,period,tqflag,unit
601899,1,20260810,35.18,35.60,34.71,35.45,2736505.28,9641711616,紫金矿业,4,0,100
601899,1,20260811,35.66,35.77,33.11,33.18,4475414.72,15298738176,紫金矿业,4,0,100
601899,1,20260812,33.19,34.08,33.18,33.58,2044842.08,6876694016,紫金矿业,4,0,100
601899,1,20260813,33.58,33.84,32.11,32.21,3309070.40,10856873984,紫金矿业,4,0,100
601899,1,20260814,31.80,32.66,31.75,32.53,1943764.96,6276856832,紫金矿业,4,0,100
601899,1,20260817,33.33,33.65,33.01,33.36,1971967.52,6558448640,紫金矿业,4,0,100
601899,1,20260818,33.36,33.58,32.87,33.56,1845214.24,6128479232,紫金矿业,4,0,100
601899,1,20260819,32.50,33.28,32.35,32.76,1898575.52,6217951232,紫金矿业,4,0,100
601899,1,20260820,34.00,35.08,33.87,34.25,4115786.88,14178911232,紫金矿业,4,0,100
601899,1,20260821,34.25,34.87,33.60,34.74,3007016.96,10338560000,紫金矿业,4,0,100
