code,setcode,data,open,high,low,close,volume,amount,name,period,tqflag,unit
002299,0,20260810,16.56,17.17,16.50,17.14,138480.23,235649040,圣农发展,4,0,100
002299,0,20260811,17.05,17.37,16.97,17.00,131596.32,226108608,圣农发展,4,0,100
002299,0,20260812,16.93,16.95,16.25,16.37,217052.86,356453088,圣农发展,4,0,100
002299,0,20260813,16.28,16.38,16.05,16.19,138202.91,223928176,圣农发展,4,0,100
002299,0,20260814,16.21,16.22,16.00,16.13,93671.62,150791792,圣农发展,4,0,100
002299,0,20260817,16.13,16.33,16.07,16.21,106644.33,172715376,圣农发展,4,0,100
002299,0,20260818,16.15,16.59,16.15,16.39,144269.86,236603824,圣农发展,4,0,100
002299,0,20260819,16.47,16.62,16.24,16.26,142806.22,234246320,圣农发展,4,0,100
002299,0,20260820,16.20,16.54,16.12,16.48,145611.02,238149136,圣农发展,4,0,100
002299,0,20260821,16.25,16.70,15.99,16.00,175386.96,284354368,圣农发展,4,0,100
