ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
81636143878.318,95943386907.954,112954333135.5,90338083474.426,57.667742563509,476199677777.78,522371186315.79,570259590526.32,36.415987428176,601899.SH,,,,,,,
,,,,,,,,,601899.SH,,18.051600168406,0.29328976307155,4.7378779443351,2.6775125319083,,17.408064943348
