ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
7873645272.7059,8714901397.0588,9559261639.0294,8385313381.2164,11.865940308266,31350752142.857,33913415000.0,36543056206.897,8.5801234079575,603288.SH,,,,,,,
,,,,,,,,,603288.SH,,30.275785220845,2.7662760261015,5.0709815351833,7.3803294611728,,27.12531863748
