ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
148113413165.96,162117548177.33,176869319118.74,156630996652.33,9.8943545429954,1114223142857.1,1182962619047.6,1237794500000.0,6.0653763859647,601318.SH,,,,,,,
,,,,,,,,,601318.SH,,7.1716892199996,1.1112300294658,0.94920596841149,0.92011462066195,,
