ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
209982500.0,288290000.0,384670000.0,257610623.28767,366.9162065486,5771750000.0,6790250000.0,7930750000.0,18.079726967345,002747.SZ,,,,,,,
,,,,,,,,,002747.SZ,,755.99499410437,7.1624973421346,10.500614063694,6.9555407929306,,75.559883951745
