title,time,url,source,summary,code,setcode,name
珀莱雅化妆品股份有限公司关于完成工商变更登记的公告,2026-08-04 00:00:00,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-08-04/603605_20260804_L3SR.pdf,上交所,证券代码：603605 公告编号：2026-045,603605,1,珀莱雅
珀莱雅化妆品股份有限公司关于股份回购进展公告,2026-08-04 00:00:00,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-08-04/603605_20260804_2G89.pdf,上交所,证券代码：603605 公告编号：2026-044 累计已回购股数 2024487股,603605,1,珀莱雅
