address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChangePercent,regularMarketPrice,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,fulldayPrice,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,shortName,longName,corporateActions,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
"No. 13, Baohuan 1st Road",National Agricultural Science and Technology Park International Food Industry City,Yubei,401120,China,86 23 4177 9525,https://www.youyoufood.com,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"YouYou Foods Co., Ltd. provides food products in China. It offers pickled chicken feet, vegetable series, and fermented, as well as bamboo shoots and dried tofu, braised food, oil free peanut, duck feet, pork skin, and turkey wings, and other food products. The company was founded in 1997 and is headquartered in Yubei, China.",1572,"[{'maxAge': 1, 'name': 'Mr. You  Lu', 'age': 37, 'title': 'GM & Director', 'yearBorn': 1988, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Haibin  Cui', 'age': 49, 'title': 'CFO, Head of Accounting & Director', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Xuehui  Li', 'age': 48, 'title': 'Deputy GM & Director', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,10.06,10.1,9.56,10.1,10.06,10.1,9.56,10.1,0.42,4.36,1778803200,0.9565,4.25,20.934782,14.058394,8561940,8561940,8176876,5471917,5471917,9.63,9.65,4118674944,4118674903,8.91,15.36,24.757141,5.33,2.224275,10.1626,11.4244,0.42,0.0417495,CNY,False,2659124224,0.108660005,133282265,427692098,0.69408,0.04847,427692098,4.296,2.24162,1767139200,1798675200,1782777600,0.003,201203040,0.46,0.685,1.4:1,1683849600,1.436,11.193,-0.24647886,0.2072537,0.19,1778803200,EQUITY,9.63,14.56,13.0,13.68667,13.5,none,3,1370988672,3.284,237563168,9601047,2.277,2.828,1851693056,0.529,4.321,0.05335,0.111549996,434879296,343447296,459702912,0.078,0.286,0.23485,0.1283,0.12321,CNY,603697.SS,en-US,US,Equity,Delayed Quote,False,LOW,CLOSED,-4.274357,9.63,1786690804,SHH,finmb_286514013,Asia/Shanghai,CST,28800000,cn_market,False,False,1558315800000,-0.4300003,9.63,9.56 - 10.1,Shanghai,8176876,YOUYOU FOODS CO LTD,"YouYou Foods Co., Ltd.",[],0.72000027,0.08080811,8.91 - 15.36,-5.7299995,-0.37304685,-24.647886,0.46,0.685,0.575,16.747828,-0.53259945,-0.052407797,-1.7944002,-0.15706734,15,15,False,
