Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-03-17T16:00:00.000Z,4648.75,4662.2900390625,4604.5200195312,4658.330078125,234700,0.0,0.0,000300.SS,NA,NA,NA
2026-03-18T16:00:00.000Z,4611.4399414062,4634.5498046875,4570.3901367188,4583.25,254100,0.0,0.0,000300.SS,NA,NA,NA
2026-03-19T16:00:00.000Z,4602.8198242188,4628.7099609375,4563.0698242188,4567.0200195312,257900,0.0,0.0,000300.SS,NA,NA,NA
2026-03-22T16:00:00.000Z,4499.1000976562,4514.7202148438,4397.5698242188,4418.0,328100,0.0,0.0,000300.SS,NA,NA,NA
2026-03-23T16:00:00.000Z,4458.91015625,4474.830078125,4394.2900390625,4474.7202148438,255500,0.0,0.0,000300.SS,NA,NA,NA
2026-03-24T16:00:00.000Z,4506.6298828125,4542.1801757812,4502.0297851562,4537.4702148438,262600,0.0,0.0,000300.SS,NA,NA,NA
2026-03-25T16:00:00.000Z,4525.330078125,4541.0498046875,4468.9599609375,4477.5297851562,213700,0.0,0.0,000300.SS,NA,NA,NA
2026-03-26T16:00:00.000Z,4431.5,4519.8901367188,4431.419921875,4502.5698242188,192400,0.0,0.0,000300.SS,NA,NA,NA
2026-03-29T16:00:00.000Z,4461.740234375,4496.41015625,4447.1401367188,4491.9501953125,209300,0.0,0.0,000300.SS,NA,NA,NA
2026-03-30T16:00:00.000Z,4491.919921875,4523.169921875,4450.0498046875,4450.0498046875,224500,0.0,0.0,000300.SS,NA,NA,NA
2026-03-31T16:00:00.000Z,4517.2700195312,4532.1098632812,4492.0498046875,4526.0698242188,216500,0.0,0.0,000300.SS,NA,NA,NA
2026-04-01T16:00:00.000Z,4514.4399414062,4519.6899414062,4459.6098632812,4478.91015625,191000,0.0,0.0,000300.SS,NA,NA,NA
2026-04-02T16:00:00.000Z,4492.8500976562,4494.4599609375,4437.6000976562,4440.7900390625,168300,0.0,0.0,000300.SS,NA,NA,NA
2026-04-06T16:00:00.000Z,4445.8598632812,4458.9301757812,4420.6899414062,4440.6201171875,162600,0.0,0.0,000300.SS,NA,NA,NA
2026-04-07T16:00:00.000Z,4517.33984375,4595.5600585938,4513.7700195312,4595.5600585938,253300,0.0,0.0,000300.SS,NA,NA,NA
2026-04-08T16:00:00.000Z,4562.669921875,4579.2001953125,4552.419921875,4566.2202148438,184900,0.0,0.0,000300.SS,NA,NA,NA
2026-04-09T16:00:00.000Z,4594.9501953125,4655.1000976562,4590.1098632812,4636.5698242188,208700,0.0,0.0,000300.SS,NA,NA,NA
2026-04-12T16:00:00.000Z,4615.1298828125,4653.3999023438,4615.1298828125,4646.16015625,196700,0.0,0.0,000300.SS,NA,NA,NA
2026-04-13T16:00:00.000Z,4676.1201171875,4701.2797851562,4654.8500976562,4701.2797851562,204700,0.0,0.0,000300.SS,NA,NA,NA
2026-04-14T16:00:00.000Z,4726.6401367188,4731.2700195312,4672.5600585938,4685.25,201700,0.0,0.0,000300.SS,NA,NA,NA
2026-04-15T16:00:00.000Z,4694.4301757812,4739.2202148438,4689.41015625,4736.6098632812,192100,0.0,0.0,000300.SS,NA,NA,NA
2026-04-16T16:00:00.000Z,4729.0,4738.3198242188,4714.4702148438,4728.669921875,182900,0.0,0.0,000300.SS,NA,NA,NA
2026-04-19T16:00:00.000Z,4727.169921875,4763.0400390625,4720.6899414062,4757.4399414062,221600,0.0,0.0,000300.SS,NA,NA,NA
2026-04-20T16:00:00.000Z,4750.5200195312,4776.830078125,4722.009765625,4768.0,205600,0.0,0.0,000300.SS,NA,NA,NA
2026-04-21T16:00:00.000Z,4751.2797851562,4801.4501953125,4750.3500976562,4799.6298828125,204500,0.0,0.0,000300.SS,NA,NA,NA
2026-04-22T16:00:00.000Z,4816.0297851562,4823.4702148438,4759.8598632812,4786.330078125,232900,0.0,0.0,000300.SS,NA,NA,NA
2026-04-23T16:00:00.000Z,4771.740234375,4786.4399414062,4735.6098632812,4769.3701171875,193800,0.0,0.0,000300.SS,NA,NA,NA
2026-04-26T16:00:00.000Z,4776.33984375,4795.169921875,4762.6401367188,4770.9501953125,192800,0.0,0.0,000300.SS,NA,NA,NA
2026-04-27T16:00:00.000Z,4757.080078125,4778.1899414062,4743.4399414062,4758.2099609375,216700,0.0,0.0,000300.SS,NA,NA,NA
2026-04-28T16:00:00.000Z,4737.580078125,4813.6098632812,4737.1098632812,4810.3500976562,233300,0.0,0.0,000300.SS,NA,NA,NA
2026-04-29T16:00:00.000Z,4820.9702148438,4829.2700195312,4797.5400390625,4807.3100585938,250600,0.0,0.0,000300.SS,NA,NA,NA
2026-05-05T16:00:00.000Z,4857.6499023438,4892.7998046875,4834.2797851562,4877.08984375,274400,0.0,0.0,000300.SS,NA,NA,NA
2026-05-06T16:00:00.000Z,4895.7998046875,4901.8598632812,4866.8798828125,4900.509765625,257800,0.0,0.0,000300.SS,NA,NA,NA
2026-05-07T16:00:00.000Z,4871.1201171875,4887.2099609375,4849.990234375,4871.91015625,251700,0.0,0.0,000300.SS,NA,NA,NA
2026-05-10T16:00:00.000Z,4902.2797851562,4960.3999023438,4889.5698242188,4951.83984375,305700,0.0,0.0,000300.SS,NA,NA,NA
2026-05-11T16:00:00.000Z,4965.0200195312,4971.2998046875,4926.7900390625,4948.0498046875,273800,0.0,0.0,000300.SS,NA,NA,NA
2026-05-12T16:00:00.000Z,4919.4301757812,5001.1201171875,4919.4301757812,4998.33984375,268500,0.0,0.0,000300.SS,NA,NA,NA
2026-05-13T16:00:00.000Z,5027.6401367188,5030.5200195312,4913.6000976562,4914.6000976562,280700,0.0,0.0,000300.SS,NA,NA,NA
2026-05-14T16:00:00.000Z,4911.6201171875,4935.6201171875,4832.6899414062,4859.58984375,277000,0.0,0.0,000300.SS,NA,NA,NA
2026-05-17T16:00:00.000Z,4836.330078125,4868.6000976562,4806.1499023438,4833.5200195312,239100,0.0,0.0,000300.SS,NA,NA,NA
2026-05-18T16:00:00.000Z,4818.7099609375,4854.5297851562,4773.5297851562,4852.8798828125,232300,0.0,0.0,000300.SS,NA,NA,NA
2026-05-19T16:00:00.000Z,4829.6098632812,4866.2099609375,4825.6401367188,4850.7001953125,220000,0.0,0.0,000300.SS,NA,NA,NA
2026-05-20T16:00:00.000Z,4886.240234375,4937.9301757812,4780.7099609375,4783.1000976562,287300,0.0,0.0,000300.SS,NA,NA,NA
2026-05-21T16:00:00.000Z,4818.83984375,4851.3500976562,4785.3500976562,4845.1000976562,286900,0.0,0.0,000300.SS,NA,NA,NA
2026-05-24T16:00:00.000Z,4873.2001953125,4922.4399414062,4857.1298828125,4921.6000976562,264700,0.0,0.0,000300.SS,NA,NA,NA
2026-05-25T16:00:00.000Z,4900.1201171875,4952.740234375,4892.6801757812,4947.8500976562,302800,0.0,0.0,000300.SS,NA,NA,NA
