address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,marketState,longName,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
"Zijin Tower, Zijin Road",Shanghang,Longyan,364200,China,86 59 7383 3105,https://www.zjky.cn,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Zijin Mining Group Company Limited, together with its subsidiaries, engages in exploration and extraction of metals in Mainland China and internationally. The company offers copper, gold, zinc concentrate, lead concentrate, silver, lithium, iron concentrate, tungsten concentrate, and molybdenum concentrate; smelted copper, smelted and processed gold and silver, smelted zinc ingots, sulfuric acid, and battery -grade lithium carbonate; and copper pipes, copper plates and strips, potassium gold cyanide, and other products. It is also involved in mineral resource exploration; gold and copper mining and beneficiation; gold and copper smelting ; sales of jewelry and mineral products; investment in the mining industry; foreign trade; open-pit mining of copper and gold mines and underground mining of copper mines; manufacturing of special equipment for environmental protection; air pollution control; water pollution control; solid waste treatment; waste incineration power generation and hazardous waste disposal; and other services. The company holds 100% interest in the Shapinggou Molybdenum mine in Jinzhai County, Anhui Province. The company was formerly known as Fujian Zijin Mining Industry Company Limited and changed its name to Zijin Mining Group Company Limited in June 2004. Zijin Mining Group Company Limited was founded in 1986 and is headquartered in Longyan, the People's Republic of China.",66708,"[{'maxAge': 1, 'name': 'Mr. Laichang  Zou', 'age': 57, 'title': 'Executive Chairman', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 9487476, 'exercisedValue': 0, 'unexercisedValue': 39644000}, {'maxAge': 1, 'name': 'Mr. Hongfu  Lin', 'age': 51, 'title': 'President & Executive Vice Chairman', 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 7202892, 'exercisedValue': 0, 'unexercisedValue': 23320000}, {'maxAge': 1, 'name': 'Mr. Honghui  Wu', 'age': 49, 'title': 'Executive Director, Executive VP & CFO', 'yearBorn': 1976, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Xuelin  Cai CPA', 'age': 48, 'title': 'Joint Chief Financial Officer', 'yearBorn': 1977, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Xionghui  Xie', 'age': 51, 'title': 'Executive VP & Executive Director', 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 6591332, 'exercisedValue': 0, 'unexercisedValue': 23320000}, {'maxAge': 1, 'name': 'Mr. Youcheng  Zheng', 'age': 57, 'title': 'Executive Director', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shaoyang  Shen CMA, MBA, MMPA', 'age': 55, 'title': 'VP & Executive Director', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jianhui  Wu', 'age': 51, 'title': 'Senior Executive VP, Chief Engineer & Executive Director', 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 6612887, 'exercisedValue': 0, 'unexercisedValue': 23320000}, {'maxAge': 1, 'name': 'Mr. Wenlong  Gao', 'age': 48, 'title': 'VP & Secretary', 'yearBorn': 1977, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yuanhang  Liao', 'age': 55, 'title': 'Vice President', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,http://www.zjky.cn/english/tabid/938/Default.aspx,[],86400,2,35.15,35.18,34.71,35.6,35.15,35.18,34.71,35.6,0.6,1.71,1782432000,0.2203,1.67,1.006,15.568282,9.386454,86961919,87410219,323407024,273713244,273713244,35.44,35.42,0,0,939715854336,911758960580,20.14,44.94,44.94,1.98,2.5519698,29.606,32.971,0.38,0.01081081,CNY,False,1070658224128,0.16734,19849342849,20601793140,0.31184998,0.1912,26590714622,7.536,4.689491,1767139200,1798675200,1774915200,0.975,61689942016,2.27,3.765,1.68,15:10,1309737600,2.904,9.912,0.7358024,0.21718061,0.38,1782432000,EQUITY,35.38,52.0,39.0,47.53077,49.0,1.1875,strong_buy,13,112210386944,4.219,108017713152,181044510720,0.909,1.345,368648388608,67.701,13.864,0.11763,0.33777002,114441666560,50416959488,90733207552,0.957,0.248,0.31044,0.29301,0.29636,CNY,601899.SS,en-US,US,Equity,Delayed Quote,False,LOW,ZIJIN MINING GROUP CO.LTD,REGULAR,Zijin Mining Group Company Limited,1755773940,1756382400,1742781600,1742781600,True,2.27,3.765,3.145,11.236884,5.7339993,0.19367693,2.3689995,0.071851,15,15,1.2 - Strong Buy,False,0.54007566,35.34,False,1209087000000,0.18999863,34.71 - 35.6,Shanghai,323407024,15.200001,0.75471705,20.14 - 44.94,-9.599998,-0.21361813,73.58024,[],1786326916,SHH,finmb_8342858,Asia/Shanghai,CST,28800000,cn_market,False,
