address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,averageAnalystRating,cryptoTradeable,marketState,regularMarketChangePercent,regularMarketPrice,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Guanhao Science and Technology Park Phase I Office Building,"3rd Floor, Room 301 No. 12, Yuyan Road Huangpu District",Guangzhou,510403,China,86 40 0869 5539,8640 0669 5539,https://www.csair.com,Airlines,airlines,Airlines,Industrials,industrials,Industrials,"China Southern Airlines Company Limited, together with its subsidiaries, provides airline transport services in China, Hong Kong, Macau, Taiwan, and internationally. It operates in two segments, Aviation Operations and Other. The company offers air passenger; freight; mail; airline catering; hotel and travel; leasing; and internet services. It also provides online services, including seat and check-in, change/refund, flight status, pre-paid luggage, transfer accommodation, and meal booking. The company was incorporated in 1995 and is headquartered in Guangzhou, China. China Southern Airlines Company Limited operates as a subsidiary of China Southern Air Holding Company Limited.",108176,"[{'maxAge': 1, 'name': 'Mr. Xulun  Ma CPA', 'age': 61, 'title': 'Executive Chairman of Board', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wensheng  Han', 'age': 58, 'title': 'Vice Chairman, GM & President', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dong  Chen', 'age': 51, 'title': 'Executive VP, Accounting Supervisor, Deputy GM, Financial Director, Chief Accountant & CFO', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. An Ning  Ding', 'age': 53, 'title': 'Operations Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Wenhui  Pi', 'title': 'General Manager of Strategic Planning & Investment Department', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Weihua  Chen', 'age': 59, 'title': 'Chief Legal Counsel, General Legal Counsel & Joint Company Secretary', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bing  Xie', 'age': 52, 'title': 'Chief Economist', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Zhigang  Li', 'age': 57, 'title': 'Chief Engineer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yongchao  Zeng', 'age': 54, 'title': 'Executive VP & Deputy GM', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Zhe  Chen', 'age': 51, 'title': 'Executive Vice President', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,5.15,5.12,5.1,5.15,5.15,5.12,5.1,5.15,1563926400,0.0,0.98,0.362,30.235292,22.903484,20226300,20226300,110355604,79916597,79916597,5.12,5.13,0,0,93141786624,83094693750,4.95,8.46,20.333332,1.46,0.4990692,5.2,6.36255,0.0,0.0,CNY,False,336155967488,0.01653,5488297008,13476972212,0.72050005,0.07403,18120969520,2.045,2.5134473,1767139200,1798675200,1774915200,3084999936,0.17,0.22442,1.15,1.5:1,1219968000,1.801,14.654,-0.10122162,0.21718061,0.05,1563926400,EQUITY,5.14,7.8,3.8,5.93667,6.0,2.38462,buy,9,19779999744,1.092,22939250688,242512003072,0.186,0.283,186630995968,424.254,10.322,0.01812,0.09517,19953999872,15985500160,38628999168,0.101,0.106920004,0.12291,0.05653,CNY,600029.SS,en-US,US,Equity,Delayed Quote,False,LOW,False,1059096600000,-0.010000229,5.1 - 5.15,CHINA SOUTHERN AIRLINES COMPANY,China Southern Airlines Company Limited,[],1786326932,SHH,finmb_365056,Asia/Shanghai,CST,28800000,cn_market,False,2.4 - Buy,False,REGULAR,-0.19455697,5.14,Shanghai,110355604,0.19000006,0.038383853,4.95 - 8.46,-3.3200002,-0.392435,-10.122162,1756292340,1756900800,1745978400,1745978400,False,0.17,0.22442,-0.23461,-21.908699,-0.059999943,-0.011538451,-1.2225499,-0.19214779,15,15,
