address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,trailingPegRatio
"No. 1888, Jiyin Avenue",Jiangning Development Zone Jiangning District,Nanjing,211106,China,86 25 5278 5597,86 25 5832 8505,https://www.estun.com,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,"Estun Automation Co., Ltd., together with its subsidiaries, engages in the research, development, production, and sale of intelligent equipment, and its control and functional components in China and internationally. The company offers motion control system products comprising servo drivers, inverters, servo motors, HMI, and CNC systems; industrial robot products consisting of ER and UNO series, specialized series, collaborative robots, workstation, and robot accessories and related products; and digital products, such as industrial digital software for product design, E-PMT project management transparency system for project management, and E-noesis industrial digital platform for production and operation maintenance. The company also engages in equity investment, equipment sales, software development, trading, and technology research and development activities. It serves new energy, hardware, 3C electronics, automotive, packaging and logistics, building materials and furniture, metal processing, construction machinery, and welding, as well as lithium battery, packaging and printing, electric vehicle, and engineering machinery industries. Estun Automation Co., Ltd. was founded in 1993 and is based in Nanjing, China.",3261,"[{'maxAge': 1, 'name': 'Mr. Bo  Wu', 'age': 71, 'title': 'Chairman & Chief Strategic Officer', 'yearBorn': 1954, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kan  Wu', 'age': 42, 'title': 'GM, Interim Financial Director & Vice Chairman', 'yearBorn': 1983, 'fiscalYear': 2025, 'totalPay': 968000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ai Lin  Zhou', 'age': 52, 'title': 'Deputy GM & Non Independent Director', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 812000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chunhua  Zhu', 'age': 55, 'title': 'Deputy GM & Non-Independent Director', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 898000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jing Zhi  Lan', 'title': 'Accounting Supervisor', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Zhangxing  Zhu', 'age': 48, 'title': 'Deputy GM & Executive Director', 'yearBorn': 1977, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Tingting  Xiao', 'age': 35, 'title': 'Secretary', 'yearBorn': 1990, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pui Man Hera  Poon', 'title': 'Joint Secretary', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chenggang  Yin', 'age': 44, 'title': 'Deputy General Manager', 'yearBorn': 1981, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,2,35.13,35.0,33.96,35.83,35.13,35.0,33.96,35.83,1717718400,0.0,0.57,0.916,228.0,94.70011,26798664,26843664,94566035,82217199,82217199,34.19,34.2,0,0,33098708992,32174686295,19.21,49.0,49.0,1.36,6.809824,35.3026,26.0744,0.0,0.0,CNY,False,35575857152,0.02678,575346502,871018453,0.43495,0.075679995,967798453,3.346,10.22116,1767139200,1798675200,1774915200,6.746,130178928,0.15,0.36114,1.56,30:10,1496793600,7.319,97.111,0.48792887,0.21718061,0.06,1717718400,EQUITY,34.2,50.0,12.8,26.36467,26.0,none,15,2238237440,2.313,366340480,3758945024,0.929,1.214,4860435456,114.109,5.4,0.01184,0.04917,1432132992,-98400440,312320800,6.726,-0.022,0.29465,0.07537,0.06242,CNY,002747.SZ,en-US,US,Equity,Delayed Quote,False,LOW,REGULAR,[],1786326903,SHZ,finmb_262974615,Asia/Shanghai,CST,28800000,cn_market,False,-2.6473107,34.2,ESTUN AUTOMATION,"Estun Automation Co., Ltd",-1.1026001,-0.031232828,8.125601,0.31163135,15,15,False,False,1426815000000,-0.9300003,33.96 - 35.83,Shenzhen,94566035,14.990002,0.78032285,19.21 - 49.0,-14.799999,-0.30204082,48.792885,1651229940,1651492800,0.15,0.36114,0.27178,125.83707,1.555
