address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketTime,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,regularMarketChangePercent,regularMarketPrice,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,trailingPegRatio
"No. 16, Wensha Road",Zumiao Subdistrict Chancheng District,Foshan,528000,China,86 75 7832 73129,https://www.haday.com,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Foshan Haitian Flavouring and Food Company Ltd. engages in the production and sale of condiments, food and agricultural products, and beverages in China. The company offers soybean paste, soy sauce, flavoured sauce, oyster sauce, vinegar, cooking wine, and compound seasonings. It also engages in packaging materials and glass bottles packaging and catering services. The company exports its products worldwide. The company was founded in 1955 and is headquartered in Foshan, China. Foshan Haitian Flavouring and Food Company Ltd. operates as a subsidiary of Guangdong Haitian Group Co., Ltd.",9160,"[{'maxAge': 1, 'name': 'Ms. Xue  Cheng', 'age': 55, 'title': 'Executive Chairwoman', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 9962000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jiang Hua  Guan', 'age': 51, 'title': 'President & Executive Director', 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 6552000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wen Biao  Huang', 'age': 57, 'title': 'VP & Executive Director', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 2282000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Changhui  Liao', 'age': 49, 'title': 'Executive Director', 'yearBorn': 1976, 'fiscalYear': 2025, 'totalPay': 2826000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wen  Dai', 'age': 42, 'title': 'Executive Director', 'yearBorn': 1983, 'fiscalYear': 2025, 'totalPay': 3694000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jun  Li', 'age': 42, 'title': 'Chief Financial Officer', 'yearBorn': 1983, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Qi  Mou', 'title': 'Accounting Supervisor', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ying  Ke', 'age': 39, 'title': 'Joint Company Secretary', 'yearBorn': 1986, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Xiao  Zhang A.C.I.S., A.C.S.', 'age': 37, 'title': 'Joint Company Secretary', 'yearBorn': 1988, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jun Qiang  Gui', 'age': 41, 'title': 'Vice President', 'yearBorn': 1984, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,2,36.42,36.36,36.2,36.95,36.42,36.36,36.2,36.95,1.06,2.91,1781481600,0.89599997,1.69,0.051,29.512,24.981884,4846041,4846941,21608542,20401649,20401649,36.87,36.88,0,0,215845044224,210458541606,31.6,42.45,126.021576,8.170403,7.295572,35.1278,36.9653,1.06,0.029104887,CNY,False,182677782528,0.24606001,1550486969,5559820644,0.76439005,0.04223,5851045044,7.195,5.1271715,1767139200,1798675200,1774915200,0.11,7280005120,1.25,1.47667,2.59,1.2:1,1685577600,6.175,20.286,-0.053780198,0.21718061,0.8,1781481600,EQUITY,36.89,50.43,37.0,43.63786,44.7,1.89474,buy,14,30921041920,5.294,9005088768,369038336,5.839,6.308,29585760256,0.868,5.119,0.11648,0.19127001,11827533824,3472841472,7737480704,0.05,0.086,0.39977002,0.30437002,0.31114998,CNY,603288.SS,en-US,US,Equity,Delayed Quote,False,LOW,SHH,finmb_26590018,Asia/Shanghai,CST,28800000,cn_market,False,[],1786326873,FOSHAN HAITIAN FLAVOURING AND F,Foshan Haitian Flavouring and Food Company Ltd.,False,1392082200000,0.47000122,36.2 - 36.95,Shanghai,21608542,5.289999,0.16740502,31.6 - 42.45,-5.5600014,-0.13097765,-5.37802,1756378740,1756987200,1744009200,1744009200,False,1.2905031,36.89,1.25,1.47667,1.32978,27.74143,1.7621994,0.050165378,-0.075302124,-0.0020371028,15,15,1.9 - Buy,False,REGULAR,2.5858
