address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,bidSize,askSize,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,shortName,longName,impliedSharesOutstanding,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
Ping An Finance Center,"47th, 48th, 109th, 110th, 111th and 112th Floors No.5033 Yitian Road Futian District",Shenzhen,518033,China,86 40 0886 6338,86 755 8243 1029,https://www.pingan.cn,Insurance - Life,insurance-life,Insurance - Life,Financial Services,financial-services,Financial Services,"Ping An Insurance (Group) Company of China, Ltd. provides financial products and services in the People's Republic of China. It operates through Life and Health Insurance; Property and Casualty Insurance; Banking; Asset Management; and Finance Enablement segments. The company offers life insurance products, including term, whole-life, endowment, annuity, investment-linked, universal life, and health care and medical insurance; property and casualty insurance, such as auto insurance, non-auto insurance, accident, and health insurance. It also undertakes loan and intermediary business with corporate customers and retail customers. In addition, the company provides wealth management and credit card services to individual customers; trust services, brokerage services, trading services, investment banking services, investment management services, finance lease business, and other asset management services; and financial and daily-life services through internet platforms comprising financial transaction information service platform, and health care service platform. Further, it is involved in the real estate investment and management; expressway operation; production and sale of consumer chemicals; logistics and real estate activities; consulting services; warehousing; IT services; infant products; and hospital management. Ping An Insurance (Group) Company of China, Ltd. was incorporated in 1988 and is based in Shenzhen, China.",258806,"[{'maxAge': 1, 'name': 'Mr. Mingzhe  Ma Ph.D.', 'age': 69, 'title': 'Founder & Executive Chairman', 'yearBorn': 1956, 'fiscalYear': 2025, 'totalPay': 3588000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yonglin  Xie Ph.D.', 'age': 57, 'title': 'Co-CEO, President & Executive Director', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 4293000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Xiaotao  Guo', 'age': 54, 'title': 'Co-CEO, Senior VP & Executive Director', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 7710000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Xin  Fu', 'age': 46, 'title': 'Executive Director, CFO & Senior VP', 'yearBorn': 1979, 'fiscalYear': 2025, 'totalPay': 6379000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jing  Xu', 'age': 41, 'title': 'Chief Compliance Officer', 'yearBorn': 1984, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Baoxin  Huang', 'age': 60, 'title': 'Senior Vice President', 'yearBorn': 1965, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shibang  Guo', 'age': 60, 'title': 'Assistant President & Chief Risk Officer', 'yearBorn': 1965, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ruisheng  Sheng', 'age': 55, 'title': 'Company Secretary & Board Secretary', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ray  Wang', 'title': 'Chief Technology Officer & General Manager', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James E. Garner', 'title': 'Chief Strategist & Head of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,http://ir.pingan.com/en/index.shtml,[],86400,2,53.38,53.28,53.25,53.66,53.38,53.28,53.25,53.66,2.7,5.06,1781049600,0.3545,4.97,0.563,7.37931,6.054317,13835501,13835501,93780608,78618182,78618182,53.51,53.5,935326578525,46.9,74.88,94.62,9.95,52.0204,59.5064,2.7,0.05058074,CNY,False,-196207067136,0.13935,15728478913,0.17968,0.22899,56.236,0.9513479,1767139200,1798675200,1774915200,-0.074,132783996928,7.25,8.83667,0.47,20:10,1437955200,-0.206,-0.871,-0.08705318,0.21718061,1.75,1781049600,EQUITY,53.5,89.8,68.0,77.73154,77.5,1.25,strong_buy,13,3594554966016,198.51,225322254336,2015781978112,3.437,3.675,952906022912,140.542,54.313,0.00979,0.11279,343855005696,527688990720,546475016192,-0.132,-0.033,0.36084998,0.23646,0.48956,CNY,601318.SS,en-US,US,Equity,Delayed Quote,False,LOW,0.22488555,53.5,False,1172712600000,0.11999893,53.25 - 53.66,0,0,Shanghai,93780608,6.5999985,0.14072491,46.9 - 74.88,-21.379997,-0.28552347,-8.705318,1755687540,1756296000,1742442300,1742442300,True,7.25,8.83667,8.24,6.4927187,10660065083,[],1786326882,SHH,finmb_33018,Asia/Shanghai,CST,28800000,cn_market,False,REGULAR,PING AN INSURANCE(GROUP)CO.OF C,"Ping An Insurance (Group) Company of China, Ltd.",18107641995,1.479599,0.028442668,-6.006401,-0.10093706,968758853632,15,15,1.3 - Strong Buy,False,
