address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,shortName,longName,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
"Victoria Plaza, No. 52 Gangxing Road, Building B",31st Floor Renmin Road Zhongshan District,Dalian,116001,China,86 41 1 3986 5111,86 41 1 3990 1222,https://hengli.com,Chemicals,chemicals,Chemicals,Basic Materials,basic-materials,Basic Materials,"Hengli Petrochemical Co.,Ltd. engages in petrochemical industry in China and internationally. The company operates through Petrochemical Business and Polyester Fiber Business segments. It offers oil refining products, chemical products, purified terephthalic acid, polyester chips, and polyester fibers; and engineering plastics, functional films, and biodegradable materials. The company also provides civilian and industrial polyester filament; and polyester filament. In addition, it engages in wholesale and retail activities; transportation industry; and industrial investment activities, as well as other financial services. Further, the company is involved in sale of petroleum, synthetic materials, rubber products, metal chains, metal materials, metal mines, textiles and raw materials, coal, and non-metallic minerals; wholesale of hardware; business management consulting; non-residential real estate leasing; domestic trade agency; and offshore trade operations. The company was formerly known as Dalian Rubber and Plastic Machinery Co., Ltd and changed its name to Hengli Petrochemical Co.,Ltd. in May 2016. The company was founded in 1999 and is based in Dalian, China.",37368,"[{'maxAge': 1, 'name': 'Ms. Hongwei  Fan', 'age': 58, 'title': 'Chairman', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Xiaoming  Li', 'age': 44, 'title': 'GM & Director', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Xuefen  Liu', 'age': 53, 'title': 'Deputy GM & CFO', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dunlei  Liu', 'age': 53, 'title': 'Deputy GM & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Feng  Li', 'age': 46, 'title': 'Deputy GM, Secretary & Director', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Qianhan  Liu', 'age': 48, 'title': 'Deputy General Manager', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wenyu  Zhang', 'age': 50, 'title': 'Deputy General Manager', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Min Xia  Zheng', 'title': 'Accounting Supervisor', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Xu Dong  Huang', 'age': 58, 'title': 'Deputy General Manager', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,8,7,3,7,1785542400,[],86400,2,17.92,17.93,17.54,18.15,17.92,17.93,17.54,18.15,0.82,4.58,1780358400,0.4141,0.566,13.8671875,11.833333,28697210,28697210,47404363,34595884,34595884,17.74,17.75,0,0,124944023552,126140668165,14.76,27.26,49.8,0.468944,0.6466196,17.027,20.7534,0.37,0.02064732,CNY,False,244017856512,0.046240002,1744429709,7039099786,0.75975,0.0473,7039099786,10.045,1.7670482,1767139200,1798675200,1774915200,0.907,8933839872,1.28,1.5,1.01,1.4:1,1561593600,1.263,9.656,0.18832886,0.19509852,0.29,1780358400,EQUITY,17.75,32.0,20.5,27.81667,28.9,none,6,37949317120,5.391,25270824960,155809300480,0.331,0.638,193226457088,220.311,27.675,0.02991,0.13131,26008076288,11944244224,27922554880,0.931,-0.137,0.1346,0.13078,0.097320005,CNY,600346.SS,en-US,US,Equity,Delayed Quote,False,LOW,-0.17000008,17.54 - 18.15,Shanghai,47404363,2.9899998,0.2025745,14.76 - 27.26,-9.51,-0.3488628,18.832886,1745319540,1745319540,1748224800,1748224800,False,1.28,1.5,1.43,12.412588,0.7229996,0.042461947,-3.0034008,-0.14471848,15,15,False,False,998271000000,POSTPOST,HENGLI PETROCHEMICAL CO LTD,"Hengli Petrochemical Co.,Ltd.",-0.9486611,17.75,[],1786518001,SHH,finmb_27146487,Asia/Shanghai,CST,28800000,cn_market,False,
