Date,Dividends,Stock Splits
2010-04-26T16:00:00.000Z,0.09,0.0
2011-02-23T16:00:00.000Z,0.125,2.0
2012-04-18T16:00:00.000Z,0.33,0.0
2017-05-24T16:00:00.000Z,0.5,0.0
2019-04-25T16:00:00.000Z,1.0,0.0
2020-01-19T16:00:00.000Z,1.5,0.0
2021-01-19T16:00:00.000Z,1.0,0.0
2022-05-22T16:00:00.000Z,0.3,0.0
2023-05-07T16:00:00.000Z,0.2,0.0
2024-04-25T16:00:00.000Z,0.3,0.0
2025-01-09T16:00:00.000Z,0.2,0.0
2025-05-22T16:00:00.000Z,0.2,0.0
2025-12-14T16:00:00.000Z,0.3,0.0
2026-05-20T16:00:00.000Z,0.2,0.0
