open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
37.0,37.17,36.44,36.55,16852500.0,603288.SH,20260806,海天味业,NA,CNY
36.55,36.72,36.02,36.42,17092100.0,603288.SH,20260807,海天味业,NA,CNY
36.36,37.12,36.2,36.78,18571300.0,603288.SH,20260810,海天味业,NA,CNY
36.77,36.92,36.13,36.17,16736100.0,603288.SH,20260811,海天味业,NA,CNY
36.2,36.37,35.7,36.24,9897100.0,603288.SH,20260812,海天味业,NA,CNY
36.2,36.33,35.98,36.2,11108700.0,603288.SH,20260813,海天味业,NA,CNY
36.17,36.17,35.75,35.82,9329300.0,603288.SH,20260814,海天味业,NA,CNY
