ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
657902836.7391,777180811.4348,882079472.6087,732410722.30244,106.59783427044,7410123000.0,8055967000.0,8669339047.619,12.723973801258,002557.SZ,,,,,,,
,,,,,,,,,002557.SZ,,30.134056851778,-0.48204581430101,1.7593991067918,1.4597701245015,,29.354293926671
