address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,fulldayPrice,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,shortName,longName,trailingPegRatio
Shengnong Headquarters Office Building,Shilipu Guangze County,Nanping,354100,China,86 59 9795 1242,86 59 9795 1242,https://www.sunnercn.com,Farm Products,farm-products,Farm Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"Fujian Sunner Development Co., Ltd., together with its subsidiaries, engages in the white-feathered broiler chicken business in China and internationally. It operates in two segments, Poultry Breeding and Processing, and Food Processing. The company is involved in feed processing, breeding stock cultivation, breeding and sale of generation chickens, hatching of eggs, broiler chicken breeding, broiler chicken slaughtering and processing, and sale of frozen chicken products; and production and sale of meat products and value-added fresh chicken. It also engages in protein feed work; logistics and warehousing services; consulting; and industrial animal oleochemical oil processing. The company supplies its products to catering chains, food processing industries, c-end consumers, e-commerce, and meat wholesale and distribution markets. It exports its products. The company was founded in 1983 and is based in Nanping, China.",34016,"[{'maxAge': 1, 'name': 'Ms. Fen Fang  Fu', 'age': 45, 'title': 'GM & Director', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Qiqing  Lin', 'age': 56, 'title': 'Financial Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jinlong  Gong', 'age': 50, 'title': 'Deputy GM & Director', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jun  Xi', 'age': 45, 'title': 'Deputy GM & Director', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Junjie  Liao', 'age': 39, 'title': 'Deputy GM, Secretary of the Board of Directors & Director', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,16.19,17.05,16.0,16.22,16.19,17.05,16.0,16.22,0.5,3.1,1779321600,0.4143,0.499,13.330578,10.972788,9367162,9367162,10798322,11515969,11515969,16.14,16.16,0,0,20045883392,20045885293,14.82,19.99,35.73,7.73,0.9481424,16.1356,17.12905,0.5,0.03088326,CNY,False,26156333056,0.07026,571533045,1242770322,0.5343,0.09713,1242770322,9.229,1.7477516,1767139200,1798675200,1774915200,0.714,1485423232,1.21,1.47,20:10,1298505600,1.237,10.218,-0.06655091,0.2072537,0.2,1779321600,EQUITY,16.13,23.0,19.9,21.462,22.0,none,5,2530156544,2.035,2559729152,8623013888,0.326,0.681,21142269952,75.079,17.199,0.02905,0.13491,2532231680,-462033728,3525781248,0.727,0.255,0.119770005,0.121070005,0.062649995,CNY,002299.SZ,en-US,US,Equity,Delayed Quote,False,LOW,[],1786691052,SHZ,finmb_66783175,Asia/Shanghai,CST,28800000,cn_market,False,-0.37060758,16.13,False,1256088600000,-0.060001373,16.13,16.0 - 16.22,Shenzhen,10798322,1.3099995,0.08839403,14.82 - 19.99,-3.8600006,-0.19309658,-6.6550913,1658401140,1658491200,1.21,1.47,-0.0055999756,-0.00034705718,-0.99905014,-0.058324903,15,15,False,CLOSED,SUNNER,"Fujian Sunner Development Co., Ltd.",
