Date,Dividends,Stock Splits
2019-09-24T16:00:00.000Z,0.128571,0.0
2020-06-29T16:00:00.000Z,0.057143,0.0
2021-06-14T16:00:00.000Z,0.228571,0.0
2022-07-06T16:00:00.000Z,0.464286,0.0
2023-05-11T16:00:00.000Z,0.46,1.4
2024-04-21T16:00:00.000Z,0.25,0.0
2024-09-05T16:00:00.000Z,0.16,0.0
2024-12-25T16:00:00.000Z,0.1,0.0
2025-04-23T16:00:00.000Z,0.21,0.0
2025-09-23T16:00:00.000Z,0.23,0.0
2026-05-14T16:00:00.000Z,0.19,0.0
