ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
恒力石化,7039099786.0,恒力集团有限公司,29.8400,"陈建华,范红卫",74.3771,个人,大型企业,　　化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；石油制品销售（不含危险化学品）；塑料制品销售；合成材料销售；橡胶制品销售；五金产品批发；金属链条及其他金属制品销售；金属材料销售；金属矿石销售；非金属矿及制品销售；信息咨询服务（不含许可类信息咨询服务）；企业管理咨询；煤炭及制品销售；针纺织品及原料销售；非居住房地产租赁；租赁服务（不含许可类租赁服务）；国内贸易代理；离岸贸易经营。,炼化产品、PTA、聚酯产品,聚酯切片、民用涤纶长丝、工业涤纶长丝、聚酯薄膜、工程塑料和热电产品的生产、研发和销售,,,www.hengli.com/invest/hlsh,,7039099786.0,恒力集团有限公司,2100612342.0,600346.SH,
豫光金铅,1209262698.0,河南豫光集团有限公司,26.6900,济源产城融合示范区国有资产监督管理局,26.6900,地方政府,大型企业,　　一般项目：常用有色金属冶炼；化工产品销售（不含许可类化工产品）；贵金属冶炼；金银制品销售；货物进出口；技术进出口；期货业务；危险化学品生产；危险化学品经营；危险废物经营；生产性废旧金属回收；贸易经纪；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）,铅产品、铜产品、黄金产品、白银产品、锌系列产品、硫酸产品,电解铅、白银、黄金、冰铜、硫酸、次氧化锌的生产和销售。,"云南铜业股份有限公司,山东恒邦冶炼股份有限公司,株洲冶炼集团股份有限公司,白银有色集团股份有限公司,葫芦岛锌业股份有限公司","中金黄金股份有限公司,云南罗平锌电股份有限公司,云南铜业股份有限公司,云南驰宏锌锗股份有限公司,山东恒邦冶炼股份有限公司,山东黄金矿业股份有限公司,株洲冶炼集团股份有限公司,江西铜业股份有限公司,河南金利金铅集团有限公司,济源市万洋冶炼(集团)有限公司,深圳市中金岭南有色金属股份有限公司,白银有色集团股份有限公司,紫金矿业集团股份有限公司,葫芦岛锌业股份有限公司,郴州市金贵银业股份有限公司,金川集团股份有限公司,铜陵有色金属集团股份有限公司,鹏欣环球资源股份有限公司",www.yggf.com.cn,,1209262698.0,河南豫光集团有限公司,322799737.0,600531.SH,
中国平安,18107641995.0,,,,,,大型企业,　　投资金融、保险企业；监督管理控股投资企业的各种国内、国际业务；开展资金运用业务。,寿险及健康险业务、财产保险业务、银行业务、资产管理业务、金融赋能业务,从事金融业，提供多元化的金融产品及服务,,,www.pingan.cn,,18107641995.0,香港中央结算(代理人)有限公司,6554180667.0,601318.SH,
