ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
牧原股份,5772996144.0,牧原实业集团有限公司,14.7000,"秦英林,钱瑛","48.6350,3.3250",个人,大型企业,　　许可项目：牲畜饲养；种畜禽生产；种畜禽经营；供港澳活畜禽经营；饲料生产；牲畜屠宰；食品生产；食品销售；动物无害化处理（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：粮食收购；谷物销售；饲料原料销售；饲料添加剂销售；畜牧渔业饲料销售；牲畜销售；畜禽粪污处理利用；货物进出口；技术进出口；进出口代理；再生资源加工；再生资源销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,商品猪、仔猪、种猪、白条、分割品、副产品,生猪的养殖与销售,"天邦食品股份有限公司,新希望集团有限公司,江西正邦科技股份有限公司,温氏食品集团股份有限公司","天邦食品股份有限公司,新希望集团有限公司,江西正邦科技股份有限公司,温氏食品集团股份有限公司",www.muyuanfoods.com,,5772996144.0,秦英林,2086287906.0,002714.SZ,
埃斯顿,967798453.0,南京派雷斯特科技有限公司,26.3400,吴波,36.9908,个人,大型企业,　　生产、开发、服务各类机电一体化产品、自动控制、运动控制、驱动装置、计算机应用软件、伺服液压控制及系统集成；销售自产产品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,自动化核心部件及运动控制系统、工业机器人及智能制造系统,高端智能机械装备及其核心控制和功能部件的研发、生产和销售，并为客户提供个性化、多样化、系统化智能装备自动化控制解决方案,,,www.estun.com,,967798453.0,南京派雷斯特科技有限公司,254894742.0,002747.SZ,
南方航空,18120969844.0,中国南方航空集团有限公司,66.4800,国务院国有资产监督管理委员会,45.6485,国资委,大型企业,　　提供国内、地区和国际定期及不定期航空客、货、邮、行李运输服务；提供航空器维修服务；经营国内外航空公司的代理业务；提供航空配餐服务（仅限分支机构经营）；航空地面延伸业务；民用航空器机型培训（限分支机构凭许可证经营）；资产租赁；工程管理与技术咨询；航材销售；旅游代理服务；商品零售批发；健康体检服务；互联网销售（除销售需要许可的商品）；保险兼业代理业务；国内贸易代理；专业设计服务；第一类增值电信业务；第二类增值电信业务；广告制作；广告发布；广告设计、代理；互联网数据服务；互联网信息服务；信息系统集成服务；物联网技术服务；社会经济咨询服务；信息技术咨询服务；信息咨询服务（不含许可类信息咨询服务）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,客运及客运相关服务、货运及邮运、酒店及旅游、航空配餐,提供国内、港澳台地区及国际航空客运、货运及邮运服务,"中国东方航空股份有限公司,中国国际航空股份有限公司","中国国际航空股份有限公司,中国东方航空股份有限公司",www.csair.com,,18120969844.0,中国南方航空集团有限公司,9404468936.0,600029.SH,
