ths_stock_short_name_stock,ths_reg_capital_stock,ths_controlling_holder_stock,ths_controlling_holder_held_ratio_stock,ths_actual_controller_stock,ths_actual_controller_held_ratio_stock,ths_actual_controller_type_stock,ths_company_saclle_type_stock,ths_operating_scope_stock,ths_mo_product_name_stock,ths_main_businuess_stock,ths_opponent_company_stock,ths_comparing_company_stock,ths_corp_website_stock,ths_ygzs_new_stock,ths_total_shares_stock,ths_holder_name_stock,ths_holder_held_num_stock,thscode,time
紫金矿业,2659071462.2,闽西兴杭国有资产投资经营有限公司,22.8800,上杭县财政局,22.8800,地方政府,大型企业,　　矿产资源勘查；金矿采选；金冶炼；铜矿采选；铜冶炼；信息系统集成服务；信息技术咨询服务；珠宝首饰、工艺美术品、矿产品、机械设备、化工产品（不含危险化学品及易制毒化学品）的销售；水力发电；对采矿业、酒店业、建筑业的投资；对外贸易；普通货物道路运输活动；危险货物道路运输活动。铜矿金矿露天开采、铜矿地下开采；矿山工程技术、矿山机械、冶金专用设备研发；矿山机械、冶金专用设备制造；旅游饭店（限分支机构经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,矿山产金锭、矿山产金精矿、矿山产铜精矿、矿山产电积铜、矿山产电解铜、矿山产锌、矿山产银、铁精矿、冶炼加工及贸易金、冶炼产铜、冶炼产锌,从事黄金、铜、铅锌及其他矿产资源的勘探、开采、冶炼加工及相关产品销售业务,"中金黄金股份有限公司,云南驰宏锌锗股份有限公司,山东黄金矿业股份有限公司,江西铜业股份有限公司,深圳市中金岭南有色金属股份有限公司,铜陵有色金属集团股份有限公司","中金黄金股份有限公司,山东黄金矿业股份有限公司,云南驰宏锌锗股份有限公司,深圳市中金岭南有色金属股份有限公司,江西铜业股份有限公司,铜陵有色金属集团股份有限公司",www.zjky.cn;www.zijinmining.com,,26590714622.0,闽西兴杭国有资产投资经营有限公司,6083517704.0,601899.SH,
海天味业,5851045044.0,广东海天集团股份有限公司,55.4800,"庞康,程雪,管江华,陈军阳,文志州,廖长辉","35.9142,11.9007,1.0494,0.8328,0.7489,0.3553",个人,大型企业,　　生产经营调味品、豆制品、食品、饮料、包装材料；农副产品的加工；其他电信服务：货物、技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）：信息咨询服务；食品互联网销售；批发兼零售预包装食品。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,酱油、蚝油、调味酱、食醋、料酒、复合调味料,调味品的生产和销售,,,www.haday.com,,5851045044.0,广东海天集团股份有限公司,3239509183.0,603288.SH,
珀莱雅,395976049.0,"方爱琴,侯军呈",34.5300,"方爱琴,侯军呈",34.5300,个人,大型企业,　　许可项目：化妆品生产；消毒剂生产（不含危险化学品）；食品生产；保健食品生产；食品销售；用于传染病防治的消毒产品生产；卫生用品和一次性使用医疗用品生产（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：化妆品批发；化妆品零售；个人卫生用品销售；消毒剂销售（不含危险化学品）；日用百货销售；日用品销售；日用化学产品制造；化工产品销售（不含许可类化工产品）；机械设备销售；仪器仪表销售；五金产品批发；五金产品零售；货物进出口；保健食品（预包装）销售；卫生用品和一次性使用医疗用品销售；第一类医疗器械生产；第一类医疗器械销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；物业管理；非居住房地产租赁；企业管理；普通货物仓储服务（不含危险化学品等需许可审批的项目）；住房租赁；机械设备租赁；仓储设备租赁服务；办公设备租赁服务；特种设备出租；基础化学原料制造（不含危险化学品等许可类化学品的制造）；专用化学产品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,护肤类（含洁肤）、美容彩妆类、洗护类,化妆品的研发、生产和销售,"上海家化联合股份有限公司,云南贝泰妮生物科技集团股份有限公司,广东丸美生物技术股份有限公司,拉芳家化股份有限公司","上海上美化妆品有限公司,欧诗漫生物股份有限公司,上海家化联合股份有限公司,上海百雀羚日用化学有限公司,云南贝泰妮生物科技集团股份有限公司,伽蓝(集团)股份有限公司,广东丸美生物技术股份有限公司,广州环亚化妆品科技有限公司",www.proya-group.com,,395976049.0,侯军呈,136739037.0,603605.SH,
