vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,海天味业 603288.SH 最新总股本是多少股？其中A股股本和H股股本分别是多少股？,1,股本结构,,,"|股票名称|股票代码|截止日期|总股本(仅普通股)(万股)|流通股本(万股)|限售股本(万股)|非流通股本(万股)|总股本(含优先股)(万股)|优先股(万股)|A股合计(万股)|流通A股(万股)|有限售条件流通A股(万股)|国家持股(万股)|国有法人持股(万股)|其他内资持股合计(万股)|其中：境内法人持股(万股)|其中：高管持股(万股)|其中：其他境内自然人持股(万股)|外资持股合计(万股)|其中：境外法人持股(万股)|其中：境外自然人持股(万股)|无限售条件流通A股(万股)|未流通A股(万股)|B股合计(万股)|流通B股(万股)|有限售条件流通B股(万股)|无限售条件流通B股(万股)|未流通B股(万股)|H股合计(万股)|有限售条件流通H股(万股)|无限售条件流通H股(万股)|海外上市股合计(万股)|S股合计(万股)|N股合计(万股)|三板A股(万股)|三板B股(万股)|股本变动原因说明|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|海天味业|603288.SH|2026-08-06|585104.5|585104.5|||585104.5||555982.06|555982.06|||||||||||555982.06|||||||29122.44||29122.44||||-|-|本次回购注销限制性股票77.99万股|
|海天味业|603288.SH|2025-12-31|585182.49|585182.49|||585182.49||556060.05|556060.05|||||||||||556060.05|||||||29122.44||29122.44||||-|-||
|海天味业|603288.SH|2025-07-21|585182.49|585182.49|||585182.49||556060.05|556060.05|||||||||||556060.05|||||||29122.44||29122.44||||-|-|超额配售H股上市1219.27万股|
|海天味业|603288.SH|2025-06-30|583963.22|583963.22|||583963.22||556060.05|556060.05|||||||||||556060.05|||||||27903.17||27903.17||||-|-||
|海天味业|603288.SH|2025-06-19|583963.22|583963.22|||583963.22||556060.05|556060.05|||||||||||556060.05|||||||27903.17||27903.17||||-|-|发行27903.17万股H股上市|
|海天味业|603288.SH|2024-12-31|556060.05|556060.05|||556060.05||556060.05|556060.05|||||||||||556060.05|||||||||||||-|-||
|海天味业|603288.SH|2024-06-30|556060.05|556060.05|||556060.05||556060.05|556060.05|||||||||||556060.05|||||||||||||-|-||
|海天味业|603288.SH|2023-12-31|556060.05|556060.05|||556060.05||556060.05|556060.05|||||||||||556060.05|||||||||||||-|-||",2026-08-17T22:45:41.463444+08:00
