address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketPrice,regularMarketChangePercent,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Proya Building,No. 588 Xixi Road Xihu District,Hangzhou,310023,China,86 571 8893 1111,86 571 8735 2813,https://www.proya-group.com,Household & Personal Products,household-personal-products,Household & Personal Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"Proya Cosmetics Co.,Ltd. researches, develops, produces, and sells cosmetics in China, Hong Kong, and internationally. The company offers skincare, make-up, body, and hair products under the PROYA, TIMAGE, Off&Relax, Hapsode, CORRECTORS, INSBAHA, Awaken Seeds, UZERO, and Anya brands. It sells its products through online platforms, such as Tmall, Douyin, JD.com, Kwai, and Pinduoduo, as well as Taobao, JD.com, and Vipshop; and specialty cosmetics stores, department stores, and beauty multi-brand stores. The company was formerly known as Proya (Huzhou) Cosmetics Co., Ltd. and changed its name to Proya Cosmetics Co., Ltd. Proya Cosmetics Co.,Ltd. was incorporated in 2006 and is headquartered in Hangzhou, China.",3252,"[{'maxAge': 1, 'name': 'Mr. Juncheng  Hou', 'age': 61, 'title': 'Executive Chairman', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yameng  Hou', 'age': 37, 'title': 'GM & Director', 'yearBorn': 1988, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chang  Jin', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yanhua  Jin', 'age': 63, 'title': 'Deputy GM & Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Xia  Xue', 'age': 42, 'title': 'Secretary', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nan  Ma', 'title': 'Head of Accounting Department', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,57.9,57.9,57.03,57.93,57.9,57.9,57.03,57.93,2.0,3.47,1784678400,0.53209996,1.18,0.204,15.433155,11.889461,4075287,4075287,5807983,5492675,5492675,57.72,57.73,0,0,22855739392,22855737548,54.3,92.0,139.53572,11.270408,2.1677692,60.629,65.48635,2.0,0.034542315,CNY,False,18626420736,0.13982001,195352099,395976049,0.50456,0.072519995,395976049,16.333,3.5339496,1767139200,1798675200,1774915200,-0.06,1474156416,3.74,4.85472,0.85,1.4:1,1685318400,1.767,10.722,-0.30104142,0.21718061,1.2,1784678400,EQUITY,57.72,130.0,62.0,87.878,80.0,1.84211,buy,15,5074931712,12.939,1737295744,920021056,3.58,4.305,10543437824,14.049,26.819,0.11963,0.24444,7691055616,1030378304,1624627456,-0.061,-0.023,0.72946,0.16478,0.16912001,CNY,603605.SS,en-US,US,Equity,Delayed Quote,False,LOW,57.72,-0.31088135,PROYA COSMETICS CO LTD,"Proya Cosmetics Co.,Ltd.",False,1510709400000,-0.1800003,57.03 - 57.93,Shanghai,5807983,3.420002,0.06298346,54.3 - 92.0,-34.28,-0.3726087,-30.104143,1714474740,1714996800,True,3.74,4.85472,4.0789,14.150875,-2.9090004,-0.047980346,-7.76635,-0.11859494,15,15,1.8 - Buy,False,CLOSED,[],1786086004,SHH,finmb_306188923,Asia/Shanghai,CST,28800000,cn_market,False,
