ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
6673985407.7222,7854132098.6111,9186517716.0556,7401473093.8866,390.04315346584,32044812500.0,38814437500.0,46088750000.0,92.462578312035,002709.SZ,,,,,,,
,,,,,,,,,002709.SZ,,59.06497493262,0.3255543928472,4.2156930078123,4.8313612923525,,36.453925529785
