vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,2026年第二季度单季净利润同比增长超过50%且营收增长的医药生物公司,1,智能选股,,,"智能选股工具共筛选出 3 个符合条件标的，以下列出前 3 条
|证券代码|证券简称|营收增长率(%)<[日期]:20260630>|归属母公司股东的净利润(同比增长率)(%)<[日期]:20260630>|行业名称|收盘价(元)<[日期]:20260812><[复权方式]:前复权>|涨跌幅(%)<[日期]:20260812><[复权方式]:前复权>|涨跌(元)<[日期]:20260812><[复权方式]:前复权>|最高价(元)<[日期]:20260812><[复权方式]:前复权>|最低价(元)<[日期]:20260812><[复权方式]:前复权>|换手率(%)<[日期]:20260812>|成交量(股)<[日期]:20260812>|成交额(元)<[日期]:20260812>|最新股息率(%)<[日期]:20260812>|总市值(亿元)<[日期]:20260812>|流通市值(元)<[日期]:20260812>|
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
|300396|ST迪瑞|16.49|126.83|医药生物-医疗器械-体外诊断|7.51|1.49|0.11|7.59|7.35|1.16|3153600.0|23639872.0|-|20.48|2045008680.01|
|300497|富祥股份|72.59|2660.26|医药生物-化学制药-原料药|18.32|-1.77|-0.33|18.89|18.18|7.47|34061367.0|629499822.43|-|98.68|8358730538.88|
|688266|泽璟制药|220.88|979.09|医药生物-化学制药-化学制剂|-|-|-|-|-|-|-|-|0.0|-|-|",2026-08-13T11:23:36.832378+08:00
