vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,近3个月盈利预测上调超过10%的医药生物公司,1,智能选股,,,"智能选股工具共筛选出 6 个符合条件标的，以下列出前 6 条
|证券代码|证券简称|行业名称|预告净利润同比增长上限(%)<[日期]:20260331><[预告对象]:累计利润>|收盘价(元)<[日期]:20260812><[复权方式]:前复权>|涨跌幅(%)<[日期]:20260812><[复权方式]:前复权>|涨跌(元)<[日期]:20260812><[复权方式]:前复权>|最高价(元)<[日期]:20260812><[复权方式]:前复权>|最低价(元)<[日期]:20260812><[复权方式]:前复权>|换手率(%)<[日期]:20260812>|成交量(股)<[日期]:20260812>|成交额(元)<[日期]:20260812>|最新股息率(%)<[日期]:20260812>|总市值(亿元)<[日期]:20260812>|流通市值(元)<[日期]:20260812>|
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
|002437|誉衡药业|医药生物-化学制药-化学制剂|62.65|3.86|9.97|0.35|3.86|3.51|25.73|538249196.0|2041019450.23|-|86.07|8074540424.86|
|002082|ST万邦|医药生物-中药Ⅱ-中药Ⅲ|985.4|11.18|3.23|0.35|11.75|10.75|3.0|17046001.0|192986066.21|-|68.39|6348536972.96|
|300233|金城医药|医药生物-化学制药-化学制剂|85.42|13.99|0.14|0.02|14.17|13.82|2.43|8975384.0|125937639.03|1.77|53.7|5173714130.37|
|002653|海思科|医药生物-化学制药-化学制剂|1094.97|69.15|-0.97|-0.68|70.19|68.69|1.17|6262656.0|433715184.26|0.38|788.93|37118761096.95|
|600521|华海药业|医药生物-化学制药-化学制剂|48.0|18.03|-1.15|-0.21|18.55|17.99|2.86|42774379.0|779574262.0|0.55|269.95|26995457093.88|
|300497|富祥股份|医药生物-化学制药-原料药|3250.01|18.32|-1.77|-0.33|18.89|18.18|7.47|34061367.0|629499822.43|-|98.68|8358730538.88|",2026-08-13T11:23:41.563200+08:00
