vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,筛选石油石化行业2026年第二季度单季度净利润同比增长超过30%且环比增长、且同季营收同比增长的公司,1,智能选股,,,"智能选股工具共筛选出 2 个符合条件标的，以下列出前 2 条
|证券代码|证券简称|营业总收入(同比增长率)(%)<[日期]:20260630>|归属母公司股东的净利润(同比增长率)(%)<[日期]:20260630>|行业名称|收盘价(元)<[日期]:20260812><[复权方式]:前复权>|涨跌幅(%)<[日期]:20260812><[复权方式]:前复权>|涨跌(元)<[日期]:20260812><[复权方式]:前复权>|最高价(元)<[日期]:20260812><[复权方式]:前复权>|最低价(元)<[日期]:20260812><[复权方式]:前复权>|换手率(%)<[日期]:20260812>|成交量(股)<[日期]:20260812>|成交额(元)<[日期]:20260812>|最新股息率(%)<[日期]:20260812>|总市值(亿元)<[日期]:20260812>|流通市值(元)<[日期]:20260812>|
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
|000703|恒逸石化|0.2|2500.73|石油石化-炼化及贸易-炼油化工|17.15|-2.0|-0.35|17.83|17.02|2.0|75967293.0|1321517329.18|0.26|655.4|65210986733.55|
|300191|潜能恒信|2.0|522.94|石油石化-油服工程-油气及炼化工程|32.74|-3.96|-1.35|33.59|32.67|10.03|22188449.0|731984865.96|0.15|104.77|7241924300.0|",2026-08-12T22:24:27.729402+08:00
