ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
863730000.0,910390000.0,1030130000.0,892237342.46575,0.42295557071204,69713910000.0,59076550000.0,57300310000.0,40.68386467349,600531.SH,,,,,,,
,,,,,,,,,600531.SH,,19.542964876808,2.9815246653644,2.3664762138255,0.33920348488068,,15.253824527626
