Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-08-09T16:00:00.000Z,4698.81640625,4714.46484375,4659.4702148438,4702.0249023438,4127730416,0.0,0.0,000300.SS,NA,NA,CNY
