address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,trailingPegRatio
"No. 8, Kangda Road",Dongcheng Section Yunpu Industrial Zone Huangpu District,Guangzhou,510760,China,86 20 6660 1159,86 20 8205 8669,https://www.tinci.com,Specialty Chemicals,specialty-chemicals,Specialty Chemicals,Basic Materials,basic-materials,Basic Materials,"Guangzhou Tinci Materials Technology Co., Ltd., together with its subsidiaries, engages in the research, development, production, and sale of fine chemical materials in China and internationally. The company offers personal care products, including shampoo, conditioner, shower gel, hand sanitizer, skin care, and disinfection and sanitization products; rheology and sensory modifier, mild and mild taurate surfactant, silicone, emulsifier, cationic conditioner, suspending stabilizer, natural methyl glucoside derivative, chelating agent, naturally derived preservative, and UV filters; makeup products, such as skin feel conditioner-silicone elastomer gel, carbohydrate thickener, and film former; and household cleaning and pet care products, which include amino acid and amphoteric mild surfactant, conditioner, and thickener. It also provides lithium-ion and sodium-ion battery electrolytes; electrolytes and additives; solid electrolyte; cathode materials; and specialty chemicals. In addition, the company offers lithium battery recycling, personal care, and battery materials solutions. The company serves the papermaking, construction, pesticides, oil fields, organosilicon products, rubber and plastics, printing, and dyeing industries. Guangzhou Tinci Materials Technology Co., Ltd. was founded in 2000 and is based in Guangzhou, China",7389,"[{'maxAge': 1, 'name': 'Mr. Jinfu  Xu B.Sc, M.Sc', 'age': 61, 'title': 'Chairman of the Board & GM', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bin  Gu', 'age': 60, 'title': 'Deputy GM, CFO & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Na  Huang', 'age': 42, 'title': 'Deputy General Manager', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Litao  Shi', 'age': 40, 'title': 'Deputy General Manager', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Heng  Han', 'age': 42, 'title': 'Deputy GM, Board Secretary & Director', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,39.46,39.5,39.15,39.85,39.46,39.5,39.15,39.85,0.15,0.38,1777420800,0.1042,1.07,0.619,27.284721,9.990693,29243487,29243487,96041095,64372901,64372901,39.29,39.3,0,0,80095092736,80482417653,19.28,64.98,85.255,1.205147,4.038127,44.2802,45.493,0.25,0.00633553,CNY,False,80209747968,0.14453,1209188216,2038561744,0.38661,0.17979,2038561744,9.458,4.1541553,1767139200,1798675200,1774915200,10.058,2866704384,1.44,3.93266,2:1,1652659200,4.044,17.994,1.0287917,0.19509852,0.3,1777420800,EQUITY,39.29,84.48,49.0,65.08,61.5,1.33333,strong_buy,6,2566365696,1.272,4457703424,2950135296,1.395,1.75,19834714112,15.322,10.145,0.07854,0.17435,5440247808,2341939712,1283234048,9.125,0.913,0.27427998,0.22474001,0.28846002,CNY,002709.SZ,en-US,US,Equity,Delayed Quote,False,LOW,-0.43081138,39.29,[],1786594293,SHZ,finmb_53146254,Asia/Shanghai,CST,28800000,cn_market,False,REGULAR,-4.9902,-0.11269597,-6.202999,-0.13635063,15,15,1.3 - Strong Buy,False,TINCI,"Guangzhou Tinci Materials Technology Co., Ltd.",False,1390440600000,-0.16999817,39.15 - 39.85,Shenzhen,96041095,20.01,1.037863,19.28 - 64.98,-25.690002,-0.39535242,102.879166,1745405940,1745405940,1745823600,1745823600,False,1.44,3.93266,3.806,10.323174,
