vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,珠免集团、锦江酒店、凯撒旅业 2026年一季度营业收入同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|凯撒旅业|000796|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|39.4272|%|成长能力|
|凯撒旅业|000796|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|39.4272|%|成长能力|
|珠免集团|600185|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|-23.3956|%|成长能力|
|珠免集团|600185|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|-23.3956|%|成长能力|
|锦江酒店|600754|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|6.0879|%|成长能力|
|锦江酒店|600754|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|6.0879|%|成长能力|",2026-08-15T21:36:46.879802+08:00
