vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,洽洽食品、金种子酒、贝泰妮 2026年一季度营业收入同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|金种子酒|600199|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|-35.7362|%|成长能力|
|金种子酒|600199|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|-35.7362|%|成长能力|
|洽洽食品|002557|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|41.4618|%|成长能力|
|洽洽食品|002557|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|41.4618|%|成长能力|
|贝泰妮|300957|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|17.8402|%|成长能力|
|贝泰妮|300957|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|17.8402|%|成长能力|",2026-08-15T21:36:27.156062+08:00
