vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,迪阿股份、中国黄金、菜百股份 券商盈利预测一致预期净利润,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|迪阿股份|301177|2026-08-14|2026|162294.0|6.76|52077.0|-66.36|68.42|24665.0|60.65|24447.33|64.63|19936.0|43.32|19341.6|39.04|33716.33|-|0.5|3.12|-|12.15|58.41|1.9|8.06|31.49|30.99|
|迪阿股份|301177|2026-08-14|2027|181327.0|11.73|58267.33|11.89|68.92|31482.33|27.64|31264.67|27.89|25523.33|28.03|24654.0|27.47|39945.67|-|0.64|3.92|-|17.8|46.07|1.84|7.25|31.49|30.99|
|中国黄金|600916|2026-08-14|2026|7352700.0|5.31|7112200.0|4.1|3.3|38800.0|18.31|39000.0|18.23|30000.0|18.94|64100.0|132.72|-|-|0.18|4.1|2.2|10.8|28.1|2.1|-|10.57|10.42|
|中国黄金|600916|2026-08-14|2027|7701700.0|4.75|7448400.0|4.73|3.3|41800.0|7.73|42000.0|7.69|32300.0|7.67|72000.0|12.32|-|-|0.19|4.4|2.3|10.8|25.4|2.1|-|10.57|10.42|
|中国黄金|600916|2026-08-14|2028|8690950.0|18.2|8399100.0|18.09|3.35|102550.0|164.3|44500.0|14.1|78700.0|162.33|78833.33|22.98|-|160500.0|0.47|9.55|5.4|12.4|23.95|1.88|0.16|10.57|10.42|
|菜百股份|605599|2026-08-14|2026|3802431.88|31.94|3515529.0|28.26|7.56|179520.0|16.46|179522.25|16.47|135518.14|17.41|133366.71|17.7|190100.5|-|1.65|25.26|11.95|56.23|11.02|3.0|0.39|22.7|22.31|
|菜百股份|605599|2026-08-14|2027|4555334.89|19.8|4222384.11|20.11|7.28|199914.22|11.36|199951.11|11.38|152249.0|12.35|149293.0|11.94|213735.25|-|1.84|25.2|12.4|197.67|9.83|2.62|0.31|22.7|22.31|
|菜百股份|605599|2026-08-14|2028|5204061.0|36.86|4832090.17|37.45|7.28|222590.67|23.99|221956.55|23.64|169245.0|24.89|165961.47|24.44|235386.0|233700.0|2.12|24.23|12.73|-259.26|8.72|2.21|0.26|22.7|22.31|",2026-08-15T21:39:25.711894+08:00
