vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,石头科技 2026年一季度经营活动产生的现金流量净额,1,财务报表,,,"|股票名称|股票代码|财务科目名称|财务科目代码|财务科目层级|财务科目父级名称|财务科目父级代码|时间|报告期|核算方式|财务科目数额|展示单位|同比(%)|环比(%)|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|",2026-08-15T21:37:10.381060+08:00
