vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,岭南控股、圣农发展、石头科技 2026年一季度经营活动产生的现金流量净额,1,财务报表,,,"|股票名称|股票代码|财务科目名称|财务科目代码|财务科目层级|财务科目父级名称|财务科目父级代码|时间|报告期|核算方式|财务科目数额|展示单位|同比(%)|环比(%)|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|岭南控股|000524|经营活动产生的现金流量净额|NetOperateCashFlow||-|-|2026-03-31|一季报|累计值|-0.53|亿元|42.82|-|现金流量表|
|圣农发展|002299|经营活动产生的现金流量净额|NetOperateCashFlow||-|-|2026-03-31|一季报|累计值|0.51|亿元|-90.86|-|现金流量表|",2026-08-15T21:36:58.273256+08:00
