vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,珠免集团、锦江酒店、凯撒旅业 2026年一季度经营活动产生的现金流量净额,1,财务报表,,,"|股票名称|股票代码|财务科目名称|财务科目代码|财务科目层级|财务科目父级名称|财务科目父级代码|时间|报告期|核算方式|财务科目数额|展示单位|同比(%)|环比(%)|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|凯撒旅业|000796|经营活动产生的现金流量净额|NetOperateCashFlow||-|-|2026-03-31|一季报|累计值|-0.61|亿元|-52.76|-|现金流量表|
|珠免集团|600185|经营活动产生的现金流量净额|NetOperateCashFlow||-|-|2026-03-31|一季报|累计值|1.83|亿元|14.73|-|现金流量表|
|锦江酒店|600754|经营活动产生的现金流量净额|NetOperateCashFlow||-|-|2026-03-31|一季报|累计值|9.67|亿元|60.49|-|现金流量表|",2026-08-15T21:36:58.091315+08:00
