vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,长江黄金珠宝指数（代码003198）2026年1月至2026年8月14日的收盘价和区间涨跌幅,1,指数区间行情,,,"|指数名称|指数代码|区间交易开始日|区间交易截止日|区间交易日天数(天)|区间开盘价(点)|区间最高价(点)|区间最低价(点)|区间收盘价(点)|区间最高收盘价(点)|区间最低收盘价(点)|区间涨跌(点)|区间涨跌幅(%)|区间成交量(万股)|区间成交额(亿元)|区间日均成交量(万股)|区间日均成交额(亿元)|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|暂无数据|",2026-08-15T21:43:43.298760+08:00
