vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,迪阿股份、中国黄金、菜百股份 2026年一季度营业收入同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|中国黄金|600916|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|39.4598|%|成长能力|
|中国黄金|600916|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|39.4598|%|成长能力|
|菜百股份|605599|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|73.5859|%|成长能力|
|菜百股份|605599|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|73.5859|%|成长能力|
|迪阿股份|301177|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|-11.379|%|成长能力|
|迪阿股份|301177|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|-11.379|%|成长能力|",2026-08-15T21:36:31.083551+08:00
