vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,申万美容护理指数、申万纺织服饰指数、申万商贸零售指数 2025年12月31日至2026年8月14日区间涨跌幅,1,指数区间行情,,,"|指数名称|指数代码|区间交易开始日|区间交易截止日|区间交易日天数(天)|区间开盘价(点)|区间最高价(点)|区间最低价(点)|区间收盘价(点)|区间最高收盘价(点)|区间最低收盘价(点)|区间涨跌(点)|区间涨跌幅(%)|区间成交量(万股)|区间成交额(亿元)|区间日均成交量(万股)|区间日均成交额(亿元)|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|申万美容护理|801980|2025-12-31|2026-08-14|150|4350.34|4680.24|3123.07|3467.69|4612.09|3192.84|-871.44|-20.08|3274479.69|6096.07|21829.86|40.64|
|申万纺织服饰|801130|2025-12-31|2026-08-14|150|1683.09|1831.07|1364.64|1538.37|1824.97|1380.74|-144.26|-8.57|23093365.16|20291.03|153955.77|135.27|
|申万商贸零售|801200|2025-12-31|2026-08-14|150|2416.23|2617.1|1652.25|1784.2|2584.65|1666.68|-623.14|-25.88|38574207.82|32324.73|257161.39|215.5|",2026-08-15T21:44:08.118655+08:00
