vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,珠免集团、锦江酒店、凯撒旅业 2026年一季度扣除非经常性损益后的净利润,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|凯撒旅业|000796|扣除非经常损益后的归母净利润|NetProfitCut|区间类型|累计值|2026-03-31|一季报|-16531760.61|元|收益质量|
|珠免集团|600185|扣除非经常损益后的归母净利润|NetProfitCut|区间类型|累计值|2026-03-31|一季报|42528483.66|元|收益质量|
|锦江酒店|600754|扣除非经常损益后的归母净利润|NetProfitCut|区间类型|累计值|2026-03-31|一季报|152412991.25|元|收益质量|",2026-08-15T21:36:52.233696+08:00
