vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,珠免集团、锦江酒店、凯撒旅业 2026年和2027年券商一致预测净利润及同比增速,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|凯撒旅业|000796|2023-07-29|2023|281400.0|818.07|225500.0|213.91|19.86|-18200.0|-82.19|-18200.0|-82.9|-18100.0|-82.94|-16600.0|-83.96|-3400.0|-|-0.21|46.21|-3.7|-|-29.0|-13.5|1.7|6.5|6.5|
|凯撒旅业|000796|2023-07-29|2024|477900.0|69.83|375600.0|66.56|21.39|14700.0|-180.77|14700.0|-180.77|11400.0|-162.98|10000.0|-160.24|30000.0|-|0.12|-38.59|1.85|-|50.7|-19.0|1.0|6.5|6.5|
|珠免集团|600185|2026-08-14|2026|-|-|-|-|-|-|-|-|-|-|-|46800.0|-145.46|-|-|0.25|-|-|-|23.0|-|-|10.75|10.75|
|珠免集团|600185|2026-08-14|2027|-|-|-|-|-|-|-|-|-|-|-|62800.0|34.19|-|-|0.33|-|-|-|17.33|-|-|10.75|10.75|
|锦江酒店|600754|2026-08-14|2026|1410400.0|2.12|863922.22|-31.32|38.81|182011.11|21.11|179577.78|22.39|127544.44|28.91|116761.54|26.17|442800.0|204500.0|1.11|8.03|2.9|8.61|20.28|1.84|1.88|29.81|29.61|
|锦江酒店|600754|2026-08-14|2027|1456899.8|3.3|879058.6|1.75|39.63|217349.2|19.42|215559.2|20.04|151388.89|18.7|137071.43|17.39|493400.0|238200.0|1.29|8.78|3.4|7.98|17.63|1.62|1.82|29.81|29.61|
|锦江酒店|600754|2026-08-14|2028|1500307.38|6.37|882974.0|2.21|41.15|251165.46|37.99|245512.58|36.72|174381.82|36.72|159633.33|36.72|570900.0|304500.0|1.48|9.29|3.73|7.9|15.65|1.48|1.76|29.81|29.61|",2026-08-15T21:37:15.745669+08:00
