vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,申万社会服务指数 2025年12月31日至2026年8月14日区间涨跌幅,1,指数区间行情,,,"|指数名称|指数代码|区间交易开始日|区间交易截止日|区间交易日天数(天)|区间开盘价(点)|区间最高价(点)|区间最低价(点)|区间收盘价(点)|区间最高收盘价(点)|区间最低收盘价(点)|区间涨跌(点)|区间涨跌幅(%)|区间成交量(万股)|区间成交额(亿元)|区间日均成交量(万股)|区间日均成交额(亿元)|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|申万社会服务|801210|2025-12-31|2026-08-14|150|8732.79|9627.94|6417.63|7256.3|9615.81|6465.09|-1417.78|-16.35|19731315.44|19878.08|131542.1|132.52|",2026-08-15T21:44:12.379113+08:00
