vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,五粮液、新乳业、有友食品 2026年一季度营业收入同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|五粮液|000858|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|33.667|%|成长能力|
|五粮液|000858|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|33.667|%|成长能力|
|有友食品|603697|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|39.6157|%|成长能力|
|有友食品|603697|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|39.6157|%|成长能力|
|新乳业|002946|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|8.3056|%|成长能力|
|新乳业|002946|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|8.3056|%|成长能力|",2026-08-15T21:36:32.048339+08:00
